case_number,date_filed,time_filed,crime_type_code,description,status,district_name,police_station,location_name,location_lat,location_lng,investigation_office,year_filed,month_filed,hour_of_crime
KAR/BEN/2024/0566,2025-05-26,22:53:00,robbery,"Reported incident of robbery at Near Loyal Ganj, Bengaluru Urban. Suspect vehicle noticed with plate KA-25-B-2781.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Loyal Ganj, Bengaluru Urban",12.983,77.6048,Insp. Ucchal Bassi,2025,5,22
KAR/BEN/2024/0567,2025-04-10,21:45:00,fraud,"Reported incident of fraud at Near Pillai Circle, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Pillai Circle, Bengaluru Urban",12.8696,77.5811,Insp. Hamsini Patel,2025,4,21
KAR/MAN/2024/0568,2024-09-08,01:56:00,vehicle_theft,"Reported incident of vehicle theft at Near Bhat Circle, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-02-P-9667.",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Town PS,"Near Bhat Circle, Mangaluru (Dakshina Kannada)",12.8291,74.8371,Insp. Ekaraj Hari,2024,9,1
KAR/VIJ/2024/0569,2024-12-03,09:28:00,vehicle_theft,"Reported incident of vehicle theft at Near Kumar Path, Vijayapura. Suspect vehicle noticed with plate KA-37-M-8646.",chargesheeted,Vijayapura,Vijayapura Industrial PS,"Near Kumar Path, Vijayapura",16.8428,75.6368,Insp. Keya Deol,2024,12,9
KAR/UDU/2024/0570,2024-04-18,10:13:00,hit_and_run,"Reported incident of hit and run at Near Chowdhury Circle, Udupi.",under_investigation,Udupi,Udupi Rural PS,"Near Chowdhury Circle, Udupi",13.3718,74.6924,Insp. Aditya Kunda,2024,4,10
KAR/RAI/2024/0571,2024-06-09,07:08:00,vehicle_theft,"Reported incident of vehicle theft at Near Verma Nagar, Raichur. Suspect vehicle noticed with plate KA-43-B-1815.",under_investigation,Raichur,Raichur Traffic PS,"Near Verma Nagar, Raichur",16.2278,77.3187,Insp. Ekanta Kibe,2024,6,7
KAR/BEN/2024/0572,2024-11-07,10:04:00,vehicle_theft,"Reported incident of vehicle theft at Near Ratta, Bengaluru Urban. Suspect vehicle noticed with plate KA-32-KA-6599.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Ratta, Bengaluru Urban",13.0152,77.5576,Insp. Neha Wadhwa,2024,11,10
KAR/KOL/2024/0573,2024-09-09,12:36:00,eve_teasing,"Reported incident of eve teasing at Near Mitra Street, Kolar.",open,Kolar,Kolar Town PS,"Near Mitra Street, Kolar",13.1172,78.1793,Insp. Darpan Biswas,2024,9,12
KAR/RAI/2024/0574,2024-06-25,00:08:00,chain_snatching,"Reported incident of chain snatching at Near Dora Path, Raichur. Suspect vehicle noticed with plate KA-30-P-7121.",under_investigation,Raichur,Raichur Rural PS,"Near Dora Path, Raichur",16.2158,77.3374,Insp. Bhavini Kari,2024,6,0
KAR/BEN/2024/0575,2024-02-23,19:53:00,senior_citizen_crime,"Reported incident of senior citizen crime at Near Soni Street, Bengaluru Rural.",open,Bengaluru Rural,Bengaluru Rural South PS,"Near Soni Street, Bengaluru Rural",13.2105,77.6108,Insp. Ira Deol,2024,2,19
KAR/BEN/2024/0576,2024-05-09,08:29:00,robbery,"Reported incident of robbery at Near Krishna Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-10-KA-9646.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Krishna Nagar, Bengaluru Urban",12.9796,77.5615,Insp. Shravya Tata,2024,5,8
KAR/BEN/2024/0577,2024-06-20,10:48:00,fraud,"Reported incident of fraud at Near Buch Marg, Bengaluru Rural.",open,Bengaluru Rural,Bengaluru Rural South PS,"Near Buch Marg, Bengaluru Rural",13.2127,77.6194,Insp. Ucchal Varkey,2024,6,10
KAR/BID/2024/0578,2024-01-24,13:56:00,vehicle_theft,"Reported incident of vehicle theft at Near Luthra Street, Bidar. Suspect vehicle noticed with plate KA-38-KB-5537.",chargesheeted,Bidar,Bidar Rural PS,"Near Luthra Street, Bidar",17.9275,77.5031,Insp. Upkaar Doshi,2024,1,13
KAR/BEN/2024/0579,2024-12-30,03:52:00,fraud,"Reported incident of fraud at Near Soni, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Soni, Bengaluru Urban",12.9805,77.553,Insp. Nitesh Lall,2024,12,3
KAR/BEN/2024/0580,2025-05-12,16:05:00,vehicle_theft,"Reported incident of vehicle theft at Near Tata, Bengaluru Urban. Suspect vehicle noticed with plate KA-51-B-2888.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Tata, Bengaluru Urban",12.9925,77.5625,Insp. Kashvi Goel,2025,5,16
KAR/MAN/2024/0581,2024-09-14,23:22:00,fraud,"Reported incident of fraud at Near Aggarwal Path, Mangaluru (Dakshina Kannada).",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Industrial PS,"Near Aggarwal Path, Mangaluru (Dakshina Kannada)",12.9786,74.8335,Insp. Ethan Chakrabarti,2024,9,23
KAR/VIJ/2024/0582,2024-05-28,12:06:00,vehicle_theft,"Reported incident of vehicle theft at Near Kanda Path, Vijayapura. Suspect vehicle noticed with plate KA-04-N-4453.",under_investigation,Vijayapura,Vijayapura Industrial PS,"Near Kanda Path, Vijayapura",16.8295,75.6208,Insp. Faqid Guha,2024,5,12
KAR/KAL/2024/0583,2025-02-26,15:16:00,kidnapping,"Reported incident of kidnapping at Near Chandran Path, Kalaburagi.",open,Kalaburagi,Kalaburagi Market PS,"Near Chandran Path, Kalaburagi",17.3424,76.7475,Insp. Naveen Chacko,2025,2,15
KAR/SHI/2024/0584,2024-11-19,02:48:00,vehicle_theft,"Reported incident of vehicle theft at Near Merchant Road, Shivamogga. Suspect vehicle noticed with plate KA-52-KA-3654.",open,Shivamogga,Shivamogga Suburban PS,"Near Merchant Road, Shivamogga",13.9435,75.614,Insp. Sai Sibal,2024,11,2
KAR/BEL/2024/0585,2025-01-31,09:37:00,chain_snatching,"Reported incident of chain snatching at Near Borah Nagar, Belagavi. Suspect vehicle noticed with plate KA-47-KB-9577.",open,Belagavi,Belagavi Town PS,"Near Borah Nagar, Belagavi",15.8305,74.5198,Insp. Zarna Thaman,2025,1,9
KAR/RAI/2024/0586,2025-01-11,06:13:00,vehicle_theft,"Reported incident of vehicle theft at Near Bal Street, Raichur. Suspect vehicle noticed with plate KA-41-KB-5115.",chargesheeted,Raichur,Raichur Rural PS,"Near Bal Street, Raichur",16.234,77.3588,Insp. Pushti Solanki,2025,1,6
KAR/BEL/2024/0587,2024-12-10,21:19:00,vehicle_theft,"Reported incident of vehicle theft at Near Misra Marg, Belagavi. Suspect vehicle noticed with plate KA-07-M-8844.",under_investigation,Belagavi,Belagavi Suburban PS,"Near Misra Marg, Belagavi",15.8878,74.4685,Insp. Darika Dani,2024,12,21
KAR/TUM/2024/0588,2025-05-21,11:55:00,robbery,"Reported incident of robbery at Near Borra Path, Tumakuru. Suspect vehicle noticed with plate KA-31-M-6123.",chargesheeted,Tumakuru,Tumakuru Rural PS,"Near Borra Path, Tumakuru",13.2511,77.1633,Insp. Nicholas Kothari,2025,5,11
KAR/BEN/2024/0589,2025-04-25,22:19:00,robbery,"Reported incident of robbery at Near Sarkar Path, Bengaluru Urban. Suspect vehicle noticed with plate KA-37-B-8304.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Sarkar Path, Bengaluru Urban",13.0374,77.6017,Insp. Eta Bakshi,2025,4,22
KAR/BID/2024/0590,2024-01-13,07:42:00,burglary,"Reported incident of burglary at Near Lanka Circle, Bidar.",open,Bidar,Bidar Industrial PS,"Near Lanka Circle, Bidar",17.9221,77.5479,Insp. Bhavani Ahuja,2024,1,7
KAR/CHI/2024/0591,2024-12-10,21:20:00,vehicle_theft,"Reported incident of vehicle theft at Near Gour Path, Chikkamagaluru. Suspect vehicle noticed with plate KA-25-M-6278.",closed,Chikkamagaluru,Chikkamagaluru Market PS,"Near Gour Path, Chikkamagaluru",13.337,75.6855,Insp. Bhanumati Pall,2024,12,21
KAR/BEN/2024/0592,2024-07-24,17:52:00,robbery,"Reported incident of robbery at Near Chand Nagar, Bengaluru Rural. Suspect vehicle noticed with plate KA-35-KB-7106.",chargesheeted,Bengaluru Rural,Bengaluru Rural Central PS,"Near Chand Nagar, Bengaluru Rural",13.2354,77.5325,Insp. Vritti Bakshi,2024,7,17
KAR/BEN/2024/0593,2025-05-27,05:49:00,assault,"Reported incident of assault at Near Soni Zila, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Soni Zila, Bengaluru Urban",12.9955,77.613,Insp. Harsh Purohit,2025,5,5
KAR/UDU/2024/0594,2025-04-17,20:47:00,cybercrime,"Reported incident of cybercrime at Near Bhalla Zila, Udupi.",chargesheeted,Udupi,Udupi Town PS,"Near Bhalla Zila, Udupi",13.2947,74.79,Insp. Nakul Bhat,2025,4,20
KAR/BEN/2024/0595,2024-11-14,23:33:00,vehicle_theft,"Reported incident of vehicle theft at Near Tella Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-19-P-5191.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Tella Marg, Bengaluru Urban",12.9789,77.604,Insp. Jai Sule,2024,11,23
KAR/KOL/2024/0596,2024-10-11,03:54:00,vehicle_theft,"Reported incident of vehicle theft at Near Memon Zila, Kolar. Suspect vehicle noticed with plate KA-20-B-6263.",open,Kolar,Kolar Industrial PS,"Near Memon Zila, Kolar",13.2032,78.0589,Insp. Jairaj Narula,2024,10,3
KAR/UDU/2024/0597,2024-11-22,00:34:00,cybercrime,"Reported incident of cybercrime at Near Chatterjee Path, Udupi.",open,Udupi,Udupi Rural PS,"Near Chatterjee Path, Udupi",13.3523,74.6579,Insp. Yachana Dar,2024,11,0
KAR/BEL/2024/0598,2024-02-06,02:15:00,burglary,"Reported incident of burglary at Near Dube Path, Belagavi.",under_investigation,Belagavi,Belagavi Town PS,"Near Dube Path, Belagavi",15.8005,74.5444,Insp. Aadi More,2024,2,2
KAR/BEN/2024/0599,2024-06-10,14:04:00,fraud,"Reported incident of fraud at Near Bhandari Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Bhandari Ganj, Bengaluru Urban",12.9979,77.6083,Insp. Charita Borah,2024,6,14
KAR/MAN/2024/0600,2024-02-25,10:24:00,robbery,"Reported incident of robbery at Near Mani Nagar, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-12-B-8408.",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Rural PS,"Near Mani Nagar, Mangaluru (Dakshina Kannada)",12.8347,74.8709,Insp. Daksh Balasubramanian,2024,2,10
KAR/MAN/2024/0601,2024-04-28,10:06:00,cybercrime,"Reported incident of cybercrime at Near Bava Marg, Mandya.",open,Mandya,Mandya Suburban PS,"Near Bava Marg, Mandya",12.5563,76.8887,Insp. Leena Dua,2024,4,10
KAR/VIJ/2024/0602,2024-09-18,17:26:00,cybercrime,"Reported incident of cybercrime at Near Jhaveri Ganj, Vijayapura.",chargesheeted,Vijayapura,Vijayapura Industrial PS,"Near Jhaveri Ganj, Vijayapura",16.8264,75.6548,Insp. Aditya Rastogi,2024,9,17
KAR/KOL/2024/0603,2024-05-05,16:43:00,fraud,"Reported incident of fraud at Near Puri Marg, Kolar.",open,Kolar,Kolar Market PS,"Near Puri Marg, Kolar",13.0689,78.0634,Insp. Triya Choudhry,2024,5,16
KAR/BEL/2024/0604,2024-08-23,23:50:00,burglary,"Reported incident of burglary at Near Kumar Path, Belagavi.",open,Belagavi,Belagavi Market PS,"Near Kumar Path, Belagavi",15.8988,74.4684,Insp. Arin Rai,2024,8,23
KAR/RAI/2024/0605,2025-02-01,02:01:00,burglary,"Reported incident of burglary at Near Buch Ganj, Raichur.",open,Raichur,Raichur Market PS,"Near Buch Ganj, Raichur",16.2382,77.3205,Insp. Zaitra Sawhney,2025,2,2
KAR/MYS/2024/0606,2025-04-27,04:53:00,eve_teasing,"Reported incident of eve teasing at Near Sodhi Marg, Mysuru.",closed,Mysuru,Mysuru Central PS,"Near Sodhi Marg, Mysuru",12.2743,76.6249,Insp. Aashi Loke,2025,4,4
KAR/BEN/2024/0607,2024-01-19,06:55:00,fraud,"Reported incident of fraud at Near Datta Circle, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Datta Circle, Bengaluru Urban",13.0128,77.588,Insp. Ijaya Basak,2024,1,6
KAR/MYS/2024/0608,2024-05-05,08:21:00,cybercrime,"Reported incident of cybercrime at Near Date Street, Mysuru.",chargesheeted,Mysuru,Mysuru Central PS,"Near Date Street, Mysuru",12.3153,76.6069,Insp. Mugdha Sarin,2024,5,8
KAR/MAN/2024/0609,2025-01-28,02:05:00,property_crime,"Reported incident of property crime at Near Baria Circle, Mangaluru (Dakshina Kannada).",open,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Suburban PS,"Near Baria Circle, Mangaluru (Dakshina Kannada)",12.9959,74.8613,Insp. Michael Mandal,2025,1,2
KAR/DAV/2024/0610,2024-12-12,23:38:00,murder,"Reported incident of murder at Near Aurora Ganj, Davangere.",open,Davangere,Davangere Traffic PS,"Near Aurora Ganj, Davangere",14.5124,75.9311,Insp. Chanakya Mistry,2024,12,23
KAR/SHI/2024/0611,2024-06-16,21:36:00,burglary,"Reported incident of burglary at Near Tripathi Circle, Shivamogga.",under_investigation,Shivamogga,Shivamogga Rural PS,"Near Tripathi Circle, Shivamogga",13.9571,75.5464,Insp. Pratyush Tella,2024,6,21
KAR/SHI/2024/0612,2024-05-25,03:47:00,vehicle_theft,"Reported incident of vehicle theft at Near Rattan Marg, Shivamogga. Suspect vehicle noticed with plate KA-39-N-1073.",under_investigation,Shivamogga,Shivamogga Industrial PS,"Near Rattan Marg, Shivamogga",13.8733,75.5385,Insp. Bhavna Biswas,2024,5,3
KAR/BEN/2024/0613,2025-04-27,23:43:00,vehicle_theft,"Reported incident of vehicle theft at Near Iyer Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-17-N-2696.",chargesheeted,Bengaluru Urban,Bengaluru Urban Central PS,"Near Iyer Street, Bengaluru Urban",13.0133,77.6457,Insp. Sanaya Sekhon,2025,4,23
KAR/BEN/2024/0614,2025-01-08,20:41:00,robbery,"Reported incident of robbery at Near Sharma, Bengaluru Urban. Suspect vehicle noticed with plate KA-34-M-5584.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Sharma, Bengaluru Urban",12.9756,77.5837,Insp. Harinakshi Kala,2025,1,20
KAR/VIJ/2024/0615,2025-03-30,20:47:00,chain_snatching,"Reported incident of chain snatching at Near Kade Street, Vijayapura. Suspect vehicle noticed with plate KA-16-P-9821.",under_investigation,Vijayapura,Vijayapura Market PS,"Near Kade Street, Vijayapura",16.8577,75.6844,Insp. Rehaan Vohra,2025,3,20
KAR/BEL/2024/0616,2024-03-01,22:11:00,property_crime,"Reported incident of property crime at Near Oza Road, Belagavi.",open,Belagavi,Belagavi Suburban PS,"Near Oza Road, Belagavi",15.8816,74.4745,Insp. Pranav Nagy,2024,3,22
KAR/KOL/2024/0617,2024-04-02,19:34:00,fraud,"Reported incident of fraud at Near Bains Zila, Kolar.",open,Kolar,Kolar Suburban PS,"Near Bains Zila, Kolar",13.066,78.1359,Insp. Udarsh Dugar,2024,4,19
KAR/BEN/2024/0618,2024-10-28,15:50:00,cybercrime,"Reported incident of cybercrime at Near Kade Chowk, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Kade Chowk, Bengaluru Urban",12.9767,77.5724,Insp. Bhavini Dani,2024,10,15
KAR/BAL/2024/0619,2024-12-02,09:23:00,chain_snatching,"Reported incident of chain snatching at Near Deep Nagar, Ballari. Suspect vehicle noticed with plate KA-51-KA-1429.",open,Ballari,Ballari Suburban PS,"Near Deep Nagar, Ballari",15.2191,76.8793,Insp. Vedika Kannan,2024,12,9
KAR/UDU/2024/0620,2024-08-06,09:26:00,robbery,"Reported incident of robbery at Near Sampath Path, Udupi. Suspect vehicle noticed with plate KA-25-KA-6502.",chargesheeted,Udupi,Udupi Traffic PS,"Near Sampath Path, Udupi",13.2747,74.757,Insp. Anya Malhotra,2024,8,9
KAR/VIJ/2024/0621,2024-09-06,18:13:00,burglary,"Reported incident of burglary at Near Iyengar Street, Vijayapura.",open,Vijayapura,Vijayapura Industrial PS,"Near Iyengar Street, Vijayapura",16.8132,75.6329,Insp. Devansh Aurora,2024,9,18
KAR/BEN/2024/0622,2025-03-28,00:28:00,burglary,"Reported incident of burglary at Near Rama Zila, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Rama Zila, Bengaluru Urban",12.9812,77.5756,Insp. Champak Dalal,2025,3,0
KAR/UDU/2024/0623,2025-04-24,18:43:00,eve_teasing,"Reported incident of eve teasing at Near Thaker Path, Udupi.",under_investigation,Udupi,Udupi Town PS,"Near Thaker Path, Udupi",13.3461,74.7932,Insp. Theodore Rama,2025,4,18
KAR/BEN/2024/0624,2024-07-17,22:11:00,vehicle_theft,"Reported incident of vehicle theft at Near Contractor Ganj, Bengaluru Urban. Suspect vehicle noticed with plate KA-32-KA-5771.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Contractor Ganj, Bengaluru Urban",13.0053,77.5435,Insp. Manthan Kumar,2024,7,22
KAR/RAI/2024/0625,2024-10-08,07:09:00,vehicle_theft,"Reported incident of vehicle theft at Near Sami Marg, Raichur. Suspect vehicle noticed with plate KA-16-P-2461.",under_investigation,Raichur,Raichur Rural PS,"Near Sami Marg, Raichur",16.2271,77.3445,Insp. Tarak Datta,2024,10,7
KAR/TUM/2024/0626,2025-04-14,01:51:00,senior_citizen_crime,"Reported incident of senior citizen crime at Near Narasimhan Road, Tumakuru.",under_investigation,Tumakuru,Tumakuru Market PS,"Near Narasimhan Road, Tumakuru",13.3095,77.0927,Insp. Ekavir Mukhopadhyay,2025,4,1
KAR/BEN/2024/0627,2024-04-19,15:18:00,chain_snatching,"Reported incident of chain snatching at Near Tank Path, Bengaluru Urban. Suspect vehicle noticed with plate KA-05-P-1862.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Tank Path, Bengaluru Urban",12.9759,77.6128,Insp. Jagrati Yohannan,2024,4,15
KAR/CHI/2024/0628,2024-06-21,16:32:00,vehicle_theft,"Reported incident of vehicle theft at Near Sridhar Circle, Chikkamagaluru. Suspect vehicle noticed with plate KA-06-B-1407.",open,Chikkamagaluru,Chikkamagaluru Town PS,"Near Sridhar Circle, Chikkamagaluru",13.2536,75.7689,Insp. Aahana Patla,2024,6,16
KAR/BEN/2024/0629,2024-06-29,14:24:00,robbery,"Reported incident of robbery at Near Goswami Chowk, Bengaluru Urban. Suspect vehicle noticed with plate KA-52-P-9687.",closed,Bengaluru Urban,Bengaluru Urban Central PS,"Near Goswami Chowk, Bengaluru Urban",13.0162,77.645,Insp. Devansh Lad,2024,6,14
KAR/MAN/2024/0630,2024-03-11,04:32:00,eve_teasing,"Reported incident of eve teasing at Near Mallick Path, Mandya.",chargesheeted,Mandya,Mandya Industrial PS,"Near Mallick Path, Mandya",12.5112,76.9369,Insp. Vivaan Chaudhry,2024,3,4
KAR/MYS/2024/0631,2025-01-22,00:12:00,chain_snatching,"Reported incident of chain snatching at Near Kanda, Mysuru. Suspect vehicle noticed with plate KA-32-N-3131.",under_investigation,Mysuru,Mysuru Traffic PS,"Near Kanda, Mysuru",12.3472,76.5536,Insp. Lipika Murty,2025,1,0
KAR/BAL/2024/0632,2025-01-15,14:23:00,eve_teasing,"Reported incident of eve teasing at Near Dugal Road, Ballari.",under_investigation,Ballari,Ballari Traffic PS,"Near Dugal Road, Ballari",15.1237,76.9671,Insp. Reyansh Nagy,2025,1,14
KAR/BEN/2024/0633,2024-08-07,22:30:00,burglary,"Reported incident of burglary at Near Iyengar Path, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Iyengar Path, Bengaluru Urban",13.0199,77.5308,Insp. Amrita Das,2024,8,22
KAR/BID/2024/0634,2025-04-05,19:23:00,cybercrime,"Reported incident of cybercrime at Near Sura Ganj, Bidar.",open,Bidar,Bidar Industrial PS,"Near Sura Ganj, Bidar",17.9446,77.5407,Insp. Advik Konda,2025,4,19
KAR/MYS/2024/0635,2025-04-24,00:55:00,cybercrime,"Reported incident of cybercrime at Near Yogi Chowk, Mysuru.",open,Mysuru,Mysuru Central PS,"Near Yogi Chowk, Mysuru",12.2803,76.6074,Insp. Vasana Sethi,2025,4,0
KAR/KOP/2024/0636,2025-02-23,19:50:00,vehicle_theft,"Reported incident of vehicle theft at Near Kanda Nagar, Koppal. Suspect vehicle noticed with plate KA-13-N-6209.",open,Koppal,Koppal Town PS,"Near Kanda Nagar, Koppal",15.3211,76.2301,Insp. Aarav Kulkarni,2025,2,19
KAR/BEN/2024/0637,2025-05-13,07:40:00,vehicle_theft,"Reported incident of vehicle theft at Near Bose Circle, Bengaluru Urban. Suspect vehicle noticed with plate KA-30-N-5030.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Bose Circle, Bengaluru Urban",12.9993,77.516,Insp. Varenya Thaker,2025,5,7
KAR/DAV/2024/0638,2025-04-19,07:13:00,fraud,"Reported incident of fraud at Near Sane Ganj, Davangere.",open,Davangere,Davangere Suburban PS,"Near Sane Ganj, Davangere",14.5491,75.9575,Insp. Ladli Deshpande,2025,4,7
KAR/TUM/2024/0639,2024-08-08,18:50:00,vehicle_theft,"Reported incident of vehicle theft at Near Koshy Path, Tumakuru. Suspect vehicle noticed with plate KA-54-A-2477.",chargesheeted,Tumakuru,Tumakuru Industrial PS,"Near Koshy Path, Tumakuru",13.3861,77.0666,Insp. Ojasvi Rajagopal,2024,8,18
KAR/MYS/2024/0640,2024-10-15,13:33:00,fraud,"Reported incident of fraud at Near Dani Chowk, Mysuru.",under_investigation,Mysuru,Mysuru East PS,"Near Dani Chowk, Mysuru",12.2477,76.7074,Insp. Yatan Ravel,2024,10,13
KAR/KOP/2024/0641,2024-10-27,07:18:00,burglary,"Reported incident of burglary at Near Pillay Nagar, Koppal.",chargesheeted,Koppal,Koppal Town PS,"Near Pillay Nagar, Koppal",15.2952,76.1796,Insp. Raksha Mukherjee,2024,10,7
KAR/BID/2024/0642,2024-08-12,06:56:00,chain_snatching,"Reported incident of chain snatching at Near Tak Marg, Bidar. Suspect vehicle noticed with plate KA-12-B-9802.",chargesheeted,Bidar,Bidar Industrial PS,"Near Tak Marg, Bidar",17.9106,77.5344,Insp. Anika Chaudry,2024,8,6
KAR/BEN/2024/0643,2025-01-02,22:30:00,drug_offence,"Reported incident of drug offence at Near Bassi Marg, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Bassi Marg, Bengaluru Urban",12.963,77.6464,Insp. Raghav Zacharia,2025,1,22
